Accident ID,Date,Time,Column1,Latitude,Longitude,Weather Condition,Road Condition,Vehicles Involved,Casualties,Cause
9401ac5e,01-08-2024,11:33,"Berlin, Germany",6.740589,142.403954,Fog,Icy,4,0,Reckless Driving
7fb2a28a,24-07-2023,18:31,"New York, USA",27.816012,61.166798,Storm,Wet,4,0,Reckless Driving
0b37d7aa,05-05-2023,16:03,"São Paulo, Brazil",-88.974945,94.889133,Fog,Icy,3,6,Weather Conditions
5c0c4dc8,06-12-2024,15:25,"Sydney, Australia",7.974904,151.826556,Fog,Dry,2,1,Mechanical Failure
8b0dd163,30-06-2023,03:41,"Paris, France",11.927411,37.018811,Snow,Gravel,4,2,Weather Conditions
cb2d85f6,10-02-2024,00:29,"New York, USA",89.201818,-37.705933,Fog,Gravel,2,8,Drunk Driving
59b80718,05-04-2024,22:20,"Beijing, China",55.410826,55.88917,Snow,Gravel,4,9,Reckless Driving
dec4ab18,19-06-2023,13:31,"São Paulo, Brazil",9.083522,-135.486817,Clear,Icy,3,10,Drunk Driving
0a285909,22-01-2023,08:53,"Berlin, Germany",60.95683,115.59729,Clear,Snowy,5,3,Speeding
350b79bd,24-01-2024,01:27,"Tokyo, Japan",-14.003649,-146.45774,Clear,Icy,4,7,Reckless Driving
92821ca8,29-08-2024,04:55,"Beijing, China",3.51253,-40.761592,Rain,Under Construction,5,7,Reckless Driving
981a7b3d,02-02-2024,13:53,"Sydney, Australia",45.298798,-25.840319,Hail,Icy,4,6,Weather Conditions
b6cb84c2,14-05-2023,02:12,"London, UK",61.750991,-53.824975,Rain,Under Construction,5,4,Speeding
c6f4fad1,10-12-2023,06:30,"Sydney, Australia",-57.483533,-177.072564,Snow,Under Construction,2,7,Mechanical Failure
7d063bb9,02-09-2023,10:15,"Mumbai, India",-1.066277,37.758357,Storm,Under Construction,3,4,Mechanical Failure
67a3aa7b,05-05-2024,20:29,"Beijing, China",1.560935,49.820731,Hail,Gravel,4,0,Reckless Driving
96943608,09-12-2024,02:05,"Paris, France",-52.394432,-23.497549,Rain,Icy,2,3,Reckless Driving
a77acdc5,19-04-2024,22:38,"Toronto, Canada",25.16899,175.057111,Snow,Gravel,3,1,Weather Conditions
4685e2ae,24-01-2024,03:53,"Beijing, China",84.490445,109.773959,Clear,Wet,1,5,Reckless Driving
d73a552a,18-06-2024,23:37,"Paris, France",43.926784,-88.911697,Hail,Under Construction,1,2,Reckless Driving
222a2756,09-07-2024,02:34,"Mumbai, India",-79.797197,148.450743,Clear,Wet,4,8,Reckless Driving
5366f13a,14-04-2023,11:09,"London, UK",-36.479241,24.104287,Fog,Gravel,5,10,Distracted Driving
dd563a22,25-10-2023,09:57,"Sydney, Australia",4.59031,-6.521716,Rain,Gravel,1,5,Weather Conditions
d139e2c7,24-06-2023,08:04,"Beijing, China",24.569739,-31.028229,Clear,Wet,2,4,Drunk Driving
f54e663b,27-01-2023,10:05,"Paris, France",-8.153088,-102.179435,Snow,Gravel,4,0,Reckless Driving
54a3e023,03-06-2023,03:42,"Tokyo, Japan",-4.98487,142.424396,Storm,Snowy,2,7,Speeding
ec10a387,26-11-2023,10:56,"Beijing, China",16.655508,36.239792,Clear,Dry,3,6,Mechanical Failure
355c040c,24-09-2024,16:55,"Beijing, China",-33.741012,1.099961,Clear,Dry,5,8,Weather Conditions
e62be1ad,29-03-2023,19:06,"Beijing, China",71.002232,23.737743,Clear,Wet,3,2,Mechanical Failure
6aae5dde,03-07-2023,22:06,"Toronto, Canada",-21.526775,-162.87316,Clear,Wet,2,10,Drunk Driving
f2cb0730,03-11-2024,10:44,"Berlin, Germany",-68.944275,-47.368502,Rain,Wet,2,1,Speeding
0bd2e87e,08-08-2023,04:36,"Paris, France",-77.250498,-137.844579,Snow,Gravel,2,7,Distracted Driving
ee1e6c42,02-05-2024,12:12,"Tokyo, Japan",-2.688973,-153.454818,Hail,Wet,2,2,Weather Conditions
30365dbb,08-03-2024,00:14,"Berlin, Germany",73.90121,85.541854,Rain,Wet,1,10,Distracted Driving
25ccbf47,02-11-2024,00:53,"Mumbai, India",46.252569,56.965426,Fog,Under Construction,5,4,Reckless Driving
e30b67fd,05-08-2024,08:58,"Mumbai, India",-74.612139,31.03515,Storm,Snowy,4,0,Reckless Driving
3d18db97,05-10-2024,16:01,"Mumbai, India",40.932236,19.323938,Fog,Icy,2,4,Reckless Driving
8c350a71,07-11-2024,04:55,"Beijing, China",-77.882799,118.029685,Fog,Snowy,2,10,Reckless Driving
593de668,28-04-2024,04:59,"Toronto, Canada",0.92441,139.896386,Clear,Gravel,1,0,Mechanical Failure
7d88495e,09-09-2024,20:21,"Tokyo, Japan",6.412259,-97.06741,Hail,Under Construction,4,5,Distracted Driving
260792bf,16-02-2023,13:12,"London, UK",-80.695929,-137.072522,Storm,Dry,1,2,Mechanical Failure
57788006,17-12-2023,12:31,"New York, USA",-46.336789,57.439643,Fog,Under Construction,3,7,Weather Conditions
7688033b,03-12-2023,04:17,"New York, USA",58.450441,167.708168,Clear,Icy,4,0,Mechanical Failure
04581e9c,28-06-2024,13:25,"Beijing, China",0.842155,-116.578308,Clear,Icy,4,2,Drunk Driving
6b3b683d,27-12-2023,16:00,"Paris, France",22.431776,-44.614056,Rain,Gravel,4,8,Weather Conditions
1ddff68b,23-08-2023,23:16,"Tokyo, Japan",-3.283496,-30.830446,Rain,Snowy,2,10,Mechanical Failure
f8d86d8c,13-07-2024,09:06,"Tokyo, Japan",-8.806013,-133.270501,Storm,Snowy,2,7,Speeding
cb39d0d7,20-07-2024,01:14,"Toronto, Canada",45.252079,-164.223798,Hail,Dry,2,7,Weather Conditions
7b83c6f3,22-10-2023,23:12,"Sydney, Australia",70.916524,-97.856728,Fog,Icy,3,5,Mechanical Failure
4ab33e21,26-11-2023,06:43,"Mumbai, India",-60.794185,75.756901,Storm,Under Construction,5,2,Mechanical Failure
65987e4b,04-11-2023,05:25,"Sydney, Australia",86.795637,-129.724048,Storm,Under Construction,5,5,Reckless Driving
3050cf3d,17-09-2023,05:17,"Sydney, Australia",21.466991,-24.685402,Rain,Under Construction,1,4,Distracted Driving
0afdf28d,30-03-2023,02:10,"New York, USA",82.588304,76.993346,Clear,Wet,1,1,Weather Conditions
88603d5f,03-07-2023,08:25,"São Paulo, Brazil",-84.126902,23.436102,Storm,Gravel,5,9,Reckless Driving
230feaff,24-10-2023,20:29,"Berlin, Germany",-49.098563,-86.69152,Hail,Wet,1,7,Reckless Driving
9bee1bf3,19-09-2024,23:28,"New York, USA",-84.466826,-94.268044,Fog,Snowy,2,3,Reckless Driving
a0277927,29-10-2023,10:36,"Tokyo, Japan",-83.704803,-111.019832,Rain,Snowy,1,3,Distracted Driving
7a19771d,30-05-2023,23:23,"Mumbai, India",64.2863,-61.984456,Storm,Dry,5,2,Distracted Driving
e541a169,29-02-2024,08:30,"New York, USA",12.157458,26.880066,Rain,Snowy,5,3,Weather Conditions
0b508d4a,03-04-2024,11:32,"São Paulo, Brazil",-72.093537,-151.36061,Rain,Dry,3,10,Distracted Driving
257aed6a,31-10-2023,04:18,"Sydney, Australia",-7.861783,110.932472,Hail,Icy,4,9,Distracted Driving
9ec86dd2,28-11-2023,01:25,"São Paulo, Brazil",19.911007,96.784433,Storm,Snowy,1,9,Drunk Driving
dd9d155d,18-08-2024,00:12,"Mumbai, India",-27.324019,91.473025,Hail,Gravel,1,5,Weather Conditions
39552ded,01-03-2023,15:59,"Berlin, Germany",-34.61762,159.007496,Hail,Wet,5,0,Weather Conditions
47657eb0,22-05-2024,22:23,"São Paulo, Brazil",-30.445156,44.654231,Clear,Dry,2,9,Drunk Driving
c5070ae8,25-08-2024,16:29,"London, UK",38.338163,-88.871688,Rain,Snowy,1,3,Mechanical Failure
f47349b0,13-06-2024,18:56,"Beijing, China",-12.756187,71.112703,Clear,Dry,1,3,Speeding
55d877c3,27-11-2024,14:11,"Tokyo, Japan",-64.036866,-137.141955,Hail,Dry,2,7,Distracted Driving
b60f81f3,30-01-2023,13:29,"Toronto, Canada",9.986686,-142.066592,Rain,Icy,4,1,Drunk Driving
a9d6a383,31-12-2023,23:15,"Berlin, Germany",-12.917611,-54.143317,Fog,Wet,1,8,Reckless Driving
770bca64,03-09-2023,23:04,"Toronto, Canada",25.615345,-134.062029,Hail,Dry,1,1,Distracted Driving
fcc71fda,29-12-2023,20:59,"Tokyo, Japan",-5.29862,35.123107,Rain,Snowy,4,0,Reckless Driving
4c4393b5,15-11-2023,02:00,"Mumbai, India",74.993953,-63.673546,Clear,Under Construction,4,2,Mechanical Failure
02f2a7da,20-06-2023,20:56,"Berlin, Germany",46.958279,42.653293,Snow,Snowy,4,5,Speeding
b9d4b382,24-11-2024,22:56,"Mumbai, India",-80.738721,149.686042,Snow,Wet,1,4,Weather Conditions
80c31cac,07-07-2024,11:50,"Beijing, China",-28.025846,-18.456625,Storm,Snowy,2,5,Drunk Driving
45d12ab4,10-07-2024,00:39,"Beijing, China",74.193279,-86.758838,Clear,Icy,5,10,Drunk Driving
f7bd3e34,07-07-2024,14:14,"Tokyo, Japan",32.127043,-141.423787,Fog,Icy,5,0,Weather Conditions
7b17903d,27-12-2024,00:40,"Mumbai, India",-52.724049,-117.694122,Hail,Snowy,5,1,Speeding
da07a7bb,30-10-2024,10:31,"New York, USA",37.464219,54.785007,Storm,Snowy,5,5,Speeding
647aa0b7,23-01-2023,21:03,"Toronto, Canada",79.344002,109.088628,Snow,Snowy,3,3,Weather Conditions
938e1f08,04-08-2023,02:53,"São Paulo, Brazil",22.367636,135.774745,Clear,Under Construction,5,1,Drunk Driving
c0df9503,17-04-2024,08:48,"Berlin, Germany",44.566083,-65.437518,Snow,Gravel,3,4,Speeding
5f50ce67,24-03-2024,16:40,"Paris, France",38.260232,47.980961,Storm,Wet,4,3,Weather Conditions
b24840f8,12-08-2023,23:19,"New York, USA",-72.494352,152.93683,Hail,Gravel,2,3,Drunk Driving
0e99b70c,31-08-2023,15:08,"Sydney, Australia",35.663532,61.740714,Storm,Under Construction,5,4,Speeding
9282861a,10-10-2024,04:58,"New York, USA",61.629162,12.421445,Clear,Icy,5,8,Mechanical Failure
e47cd6d9,10-11-2024,14:07,"Paris, France",-51.111634,-25.822618,Clear,Under Construction,3,5,Distracted Driving
503a2f4c,15-02-2024,07:38,"Paris, France",39.737795,126.350582,Clear,Icy,1,9,Drunk Driving
80e62aa7,22-11-2023,20:45,"Beijing, China",-56.727362,67.939033,Hail,Snowy,3,8,Speeding
cce5b8d2,26-03-2024,05:09,"Mumbai, India",-21.621164,159.041318,Clear,Dry,1,0,Drunk Driving
da05c4dc,24-05-2023,00:31,"Paris, France",-43.67211,-40.023714,Snow,Wet,2,6,Speeding
316a09bc,04-02-2024,12:22,"Paris, France",1.466158,173.583615,Clear,Snowy,4,10,Speeding
ca2a4a23,31-10-2023,06:04,"Tokyo, Japan",27.693979,22.003493,Storm,Dry,5,5,Weather Conditions
bc89d4c5,26-08-2024,02:56,"New York, USA",14.755351,-138.955203,Rain,Icy,2,9,Drunk Driving
c28fad74,30-10-2024,07:48,"Tokyo, Japan",-12.102608,-132.771699,Storm,Gravel,1,5,Reckless Driving
f486e761,28-10-2024,09:03,"London, UK",-87.473491,179.051718,Snow,Snowy,1,10,Mechanical Failure
3a0b0609,06-02-2024,07:35,"Sydney, Australia",-38.400615,-71.917544,Fog,Icy,1,5,Drunk Driving
3624451a,27-02-2023,08:32,"Toronto, Canada",53.087715,-133.064039,Storm,Dry,4,5,Weather Conditions
945b3134,07-09-2024,16:55,"Beijing, China",70.259566,46.941246,Storm,Under Construction,5,6,Speeding
2964e37d,16-02-2023,18:10,"Mumbai, India",86.301607,160.349893,Snow,Gravel,5,7,Distracted Driving
39d797f9,11-11-2024,17:20,"Beijing, China",-9.559625,71.361094,Hail,Gravel,2,9,Distracted Driving
f22f1174,09-05-2024,02:16,"Berlin, Germany",-76.421007,99.001882,Rain,Snowy,3,3,Distracted Driving
2cf6823a,13-02-2024,00:37,"Berlin, Germany",50.352318,-121.728558,Clear,Icy,4,3,Drunk Driving
15018388,16-11-2023,01:36,"Mumbai, India",25.607787,140.346159,Snow,Icy,1,10,Drunk Driving
36759b23,03-06-2023,22:19,"Toronto, Canada",-28.069781,61.175918,Snow,Icy,1,5,Weather Conditions
98ef0f34,25-05-2024,16:40,"Berlin, Germany",-65.856786,-173.773079,Hail,Under Construction,1,2,Speeding
c0582768,11-04-2023,12:26,"Sydney, Australia",-80.384519,-14.617863,Clear,Dry,4,8,Mechanical Failure
6fa2dd99,28-09-2024,02:24,"Beijing, China",-61.945482,45.876356,Fog,Wet,3,6,Speeding
1d4edd90,15-06-2023,07:25,"Paris, France",-67.586398,173.982096,Clear,Under Construction,5,1,Drunk Driving
d98ca690,07-01-2023,12:21,"Paris, France",69.615954,-21.408938,Clear,Gravel,1,2,Distracted Driving
d21f9921,03-01-2023,02:27,"Paris, France",16.843214,-141.034947,Rain,Icy,3,6,Drunk Driving
a54bc8e0,08-09-2023,07:10,"São Paulo, Brazil",-79.611283,123.970929,Storm,Snowy,1,9,Mechanical Failure
f505e6b7,20-08-2024,00:24,"São Paulo, Brazil",-71.847011,57.904569,Clear,Under Construction,1,7,Drunk Driving
17569ddc,12-10-2024,19:45,"Sydney, Australia",-39.666626,-34.121636,Rain,Icy,5,2,Drunk Driving
c9d4463c,23-08-2023,09:34,"London, UK",-58.427474,106.114057,Hail,Dry,4,2,Distracted Driving
1803b1b8,15-07-2024,09:06,"São Paulo, Brazil",-35.349623,73.966366,Rain,Icy,4,2,Drunk Driving
bbc13052,20-11-2023,00:13,"Sydney, Australia",70.655114,108.174763,Fog,Gravel,1,10,Weather Conditions
64587b2c,20-10-2023,23:01,"São Paulo, Brazil",-54.251271,-5.658778,Storm,Gravel,1,5,Speeding
8205477f,29-06-2024,17:00,"Beijing, China",-65.230794,-114.207363,Fog,Dry,3,8,Distracted Driving
9eabedf6,24-02-2024,15:20,"Paris, France",83.457961,-150.35507,Snow,Snowy,3,6,Speeding
f1669b75,12-02-2023,10:08,"Toronto, Canada",-27.997082,41.642919,Hail,Under Construction,3,10,Mechanical Failure
02d28a67,23-04-2023,00:43,"Berlin, Germany",44.283682,-102.28761,Fog,Gravel,5,3,Weather Conditions
ad0ff335,03-07-2023,01:49,"Paris, France",-73.422789,-52.911128,Hail,Under Construction,2,4,Speeding
07191a34,03-03-2023,06:12,"Tokyo, Japan",34.105783,-153.864991,Snow,Under Construction,3,8,Speeding
2e19439e,05-03-2024,10:20,"São Paulo, Brazil",59.84388,61.74156,Rain,Gravel,5,4,Reckless Driving
45c46311,07-12-2023,11:23,"Toronto, Canada",73.573934,-72.385121,Hail,Gravel,5,0,Drunk Driving
3f06f4dd,15-06-2023,11:55,"New York, USA",57.76725,176.571592,Storm,Snowy,4,10,Reckless Driving
3a98f4d5,23-01-2024,00:44,"Sydney, Australia",-42.522265,-111.489739,Hail,Dry,3,7,Speeding
d890e7ff,10-06-2023,11:09,"Tokyo, Japan",-82.121635,89.16669,Rain,Icy,5,5,Reckless Driving
a666437d,04-01-2024,17:38,"New York, USA",-52.22901,-171.268539,Rain,Dry,2,5,Mechanical Failure
94616057,06-07-2023,00:29,"New York, USA",-57.778017,77.175797,Hail,Snowy,1,10,Drunk Driving
74c2fad8,28-05-2023,05:55,"Mumbai, India",-50.05905,-146.1667,Clear,Under Construction,1,2,Drunk Driving
7c5d245d,14-11-2024,20:49,"São Paulo, Brazil",44.603409,-10.577942,Rain,Icy,3,10,Speeding
d44eb887,11-02-2023,13:56,"Sydney, Australia",72.225759,-159.023236,Storm,Dry,4,5,Mechanical Failure
870e105d,24-03-2023,08:08,"Berlin, Germany",-7.526752,-83.980932,Snow,Icy,2,6,Drunk Driving
baa4e7be,18-10-2023,05:45,"Mumbai, India",11.024894,18.235128,Storm,Snowy,3,9,Drunk Driving
cb1aa8ce,22-08-2024,17:14,"New York, USA",-66.162031,133.377336,Clear,Gravel,2,2,Distracted Driving
522c09d1,15-10-2023,02:05,"London, UK",83.991827,174.915718,Fog,Wet,2,0,Drunk Driving
73c67abf,30-12-2023,10:43,"Beijing, China",61.591577,-37.253546,Storm,Under Construction,4,9,Weather Conditions
a7a90fbf,24-09-2023,07:04,"Beijing, China",3.873707,-35.187775,Clear,Under Construction,1,5,Drunk Driving
80536131,14-11-2024,08:25,"Tokyo, Japan",29.682353,128.439446,Snow,Wet,3,9,Weather Conditions
b3a55fb3,07-10-2023,00:52,"São Paulo, Brazil",68.931222,109.135614,Clear,Under Construction,5,1,Reckless Driving
54d8e960,04-02-2023,07:10,"New York, USA",-16.338155,55.350367,Hail,Wet,3,0,Speeding
b31c5504,08-08-2024,21:47,"Toronto, Canada",-86.589874,79.172346,Snow,Dry,4,6,Drunk Driving
5409ecf2,09-10-2023,04:29,"London, UK",-15.850727,-7.192082,Rain,Icy,3,2,Reckless Driving
67bba887,14-04-2024,04:30,"London, UK",-1.405481,109.91845,Hail,Wet,3,9,Weather Conditions
4d60c457,30-01-2023,03:19,"Toronto, Canada",-11.474992,66.392288,Snow,Icy,4,8,Weather Conditions
72e719b8,27-09-2024,17:51,"Sydney, Australia",37.618326,123.92018,Fog,Gravel,1,2,Speeding
a54148b9,03-06-2024,08:04,"Beijing, China",-38.072016,6.167249,Rain,Under Construction,1,2,Drunk Driving
6b9ea6d9,20-08-2024,22:43,"Toronto, Canada",74.508297,130.328278,Clear,Wet,1,2,Speeding
16bc3625,28-06-2024,12:31,"Sydney, Australia",41.437434,-114.659584,Rain,Under Construction,4,10,Distracted Driving
d31c4271,10-06-2024,17:35,"Berlin, Germany",-3.535991,54.224922,Clear,Wet,2,0,Mechanical Failure
b9341403,29-04-2024,06:27,"Toronto, Canada",-22.851854,83.301861,Fog,Under Construction,1,4,Speeding
f4a2d6e4,08-04-2023,06:29,"Tokyo, Japan",35.469933,96.843082,Hail,Dry,4,10,Speeding
bba1183f,21-06-2024,19:46,"Toronto, Canada",-16.438286,93.247335,Hail,Wet,5,9,Weather Conditions
fed13370,05-12-2023,06:30,"Berlin, Germany",57.703374,-64.169906,Fog,Gravel,4,5,Distracted Driving
2c7e244f,05-09-2024,07:56,"Beijing, China",-80.021231,-160.983143,Fog,Wet,5,1,Mechanical Failure
0290cf5d,30-11-2023,12:56,"São Paulo, Brazil",-65.076888,-35.478633,Clear,Snowy,2,9,Mechanical Failure
a2406dec,04-06-2023,23:15,"Sydney, Australia",72.891541,-13.812832,Snow,Dry,1,6,Drunk Driving
134c39ee,30-01-2024,15:02,"Berlin, Germany",-89.030017,131.708853,Hail,Snowy,3,2,Mechanical Failure
172ccc05,07-02-2024,20:06,"Mumbai, India",42.144401,1.803678,Storm,Dry,1,4,Reckless Driving
10dc1657,02-07-2023,00:14,"New York, USA",48.552537,137.116355,Clear,Wet,3,2,Mechanical Failure
4f190075,01-07-2024,06:41,"London, UK",-50.645705,-57.879006,Storm,Under Construction,4,2,Weather Conditions
ef3499b8,19-11-2024,14:16,"Toronto, Canada",-59.686741,4.878894,Hail,Wet,5,1,Reckless Driving
0de75812,30-04-2023,08:43,"Mumbai, India",73.51052,-20.251265,Clear,Gravel,3,1,Mechanical Failure
cdc524b3,12-03-2023,04:37,"Toronto, Canada",34.261894,-47.296846,Clear,Under Construction,3,1,Reckless Driving
13552855,20-12-2024,15:04,"London, UK",37.556361,167.948157,Fog,Under Construction,3,8,Mechanical Failure
1707032b,10-02-2023,08:53,"New York, USA",-44.943032,70.150632,Clear,Under Construction,1,5,Distracted Driving
204fb9b5,13-01-2024,12:54,"São Paulo, Brazil",-56.133663,135.384736,Snow,Under Construction,5,3,Drunk Driving
6129d121,22-02-2024,19:26,"Toronto, Canada",83.956972,149.671292,Hail,Icy,2,9,Speeding
19e97532,18-06-2023,06:49,"Berlin, Germany",16.577956,149.906655,Fog,Under Construction,5,5,Mechanical Failure
92fb1a72,19-02-2023,10:13,"São Paulo, Brazil",-46.324584,-8.066509,Snow,Snowy,5,3,Drunk Driving
9f1a7376,24-10-2024,19:02,"London, UK",-66.303091,-171.301328,Storm,Dry,3,1,Drunk Driving
32622a0a,05-08-2023,17:23,"Sydney, Australia",-0.720755,-46.523173,Rain,Icy,3,6,Drunk Driving
020fdf54,29-08-2023,12:31,"New York, USA",79.695671,-134.259369,Clear,Icy,3,0,Weather Conditions
9fa8e2d8,11-12-2023,19:41,"Sydney, Australia",55.170632,45.439483,Snow,Under Construction,2,0,Distracted Driving
718db328,11-09-2023,10:07,"Beijing, China",-33.1517,-7.284129,Storm,Icy,4,2,Speeding
38528fb9,22-08-2024,12:44,"Tokyo, Japan",33.163881,147.923781,Clear,Dry,4,9,Weather Conditions
e74e1d48,20-12-2024,07:47,"São Paulo, Brazil",-18.102952,-111.827648,Rain,Gravel,5,4,Distracted Driving
94e0d900,20-11-2023,01:48,"Beijing, China",32.924075,46.507486,Hail,Wet,3,4,Drunk Driving
aea9a64d,25-11-2024,21:06,"Tokyo, Japan",-62.572402,131.130421,Clear,Snowy,3,7,Distracted Driving
8b8e690b,13-04-2023,19:33,"Mumbai, India",86.759819,88.406258,Hail,Icy,3,1,Mechanical Failure
e12bb9b2,15-11-2023,07:42,"Sydney, Australia",40.817009,-49.529299,Rain,Under Construction,1,10,Weather Conditions
a411aebf,10-08-2024,04:19,"Toronto, Canada",19.552769,156.887293,Fog,Icy,5,9,Weather Conditions
0d7a7060,23-07-2023,06:34,"Paris, France",19.582586,-21.975625,Hail,Gravel,4,1,Mechanical Failure
9dd739ac,23-06-2024,09:48,"New York, USA",78.943061,-32.04121,Clear,Gravel,3,5,Distracted Driving
298a106c,29-09-2024,09:52,"Sydney, Australia",19.594567,138.580773,Fog,Gravel,2,3,Mechanical Failure
2ee5986c,15-02-2024,19:51,"São Paulo, Brazil",-79.504067,41.385362,Clear,Gravel,4,6,Drunk Driving
acd20fd5,03-10-2023,11:20,"São Paulo, Brazil",-48.896024,-141.04138,Hail,Gravel,3,8,Reckless Driving
5351eeb4,17-07-2023,11:04,"New York, USA",45.919201,105.126421,Clear,Dry,3,1,Weather Conditions
58631b6c,11-12-2023,04:31,"Beijing, China",33.46844,-49.84423,Snow,Snowy,5,4,Reckless Driving
b224836b,30-01-2024,17:29,"Sydney, Australia",16.135564,-112.209282,Fog,Snowy,3,4,Drunk Driving
e5187ab8,12-08-2023,03:31,"London, UK",-54.450561,-37.761188,Snow,Under Construction,2,10,Distracted Driving
2b9195a1,25-04-2023,04:07,"Paris, France",52.731469,126.90998,Storm,Icy,2,1,Weather Conditions
0f3b0972,27-08-2023,10:18,"Beijing, China",-65.457905,15.153275,Snow,Under Construction,1,4,Distracted Driving
705ba7da,20-09-2023,01:59,"São Paulo, Brazil",-23.61095,-91.570021,Snow,Under Construction,2,5,Reckless Driving
fd007317,25-07-2023,16:33,"Sydney, Australia",84.439853,-169.051236,Fog,Under Construction,3,7,Distracted Driving
0d7ac8ca,21-03-2023,05:41,"Sydney, Australia",-70.542935,-33.66166,Rain,Dry,1,1,Reckless Driving
df49a6f3,11-05-2023,16:57,"Paris, France",19.957788,97.525545,Storm,Snowy,3,5,Weather Conditions
6fb167fa,28-05-2023,08:01,"Paris, France",64.776108,-129.228631,Snow,Wet,4,6,Distracted Driving
1757d568,13-06-2023,17:58,"Beijing, China",7.486468,148.718396,Clear,Under Construction,2,0,Reckless Driving
204c4c32,19-08-2024,06:00,"Toronto, Canada",88.992951,85.363363,Fog,Under Construction,1,2,Weather Conditions
f12da741,01-04-2023,02:39,"Paris, France",-47.378353,61.326498,Snow,Dry,5,8,Mechanical Failure
67d6f68f,16-12-2024,10:05,"New York, USA",5.904068,26.113503,Rain,Under Construction,3,2,Weather Conditions
b63f0be0,04-03-2023,05:03,"Mumbai, India",-4.553952,-142.903026,Snow,Snowy,4,8,Distracted Driving
4af80e9c,12-08-2023,19:37,"New York, USA",-76.099891,174.939765,Storm,Wet,3,3,Speeding
250a347d,10-12-2024,19:59,"New York, USA",-15.684408,-15.771271,Clear,Gravel,1,8,Weather Conditions
d13488ca,20-04-2024,10:03,"Paris, France",87.591513,-12.459343,Snow,Icy,1,5,Weather Conditions
670dc8bb,28-03-2023,17:09,"London, UK",-48.330823,-139.76573,Clear,Under Construction,3,0,Mechanical Failure
40aa45cf,17-12-2024,23:11,"London, UK",55.636591,-46.215719,Fog,Dry,3,8,Reckless Driving
9a8ba218,01-04-2024,07:16,"Sydney, Australia",-77.992358,43.218988,Rain,Under Construction,5,0,Drunk Driving
62411ca4,08-10-2024,15:58,"Paris, France",-4.339039,-170.514863,Clear,Dry,5,4,Speeding
bf2c1c5b,20-05-2024,18:57,"New York, USA",-44.230487,-28.445464,Hail,Dry,1,8,Reckless Driving
56bc8f7a,12-07-2024,21:23,"New York, USA",-39.664227,-99.816356,Hail,Gravel,5,6,Weather Conditions
6453b7f3,18-07-2024,18:20,"Beijing, China",65.674536,172.75966,Clear,Dry,5,7,Speeding
1aca6ab4,25-11-2023,09:03,"Berlin, Germany",-75.449587,-21.060858,Snow,Icy,1,1,Mechanical Failure
fa9d85a1,04-04-2024,07:17,"Tokyo, Japan",-56.520041,-17.281947,Clear,Snowy,5,8,Distracted Driving
bf032955,29-01-2023,14:33,"Paris, France",28.045315,-161.288979,Storm,Wet,4,8,Weather Conditions
edc61d8f,04-10-2024,14:59,"New York, USA",-69.977437,-171.536968,Storm,Dry,5,10,Speeding
8a34c5f3,09-12-2023,13:09,"Beijing, China",14.293661,44.051474,Snow,Snowy,5,5,Reckless Driving
cf95c761,28-09-2024,11:29,"Beijing, China",-29.233856,149.821979,Storm,Under Construction,3,6,Speeding
9.46E+41,11-10-2024,13:14,"Toronto, Canada",26.810182,178.62696,Clear,Wet,3,5,Distracted Driving
2831091,08-11-2024,19:20,"New York, USA",-39.425688,96.250977,Rain,Wet,2,4,Distracted Driving
5943869f,19-12-2024,14:48,"São Paulo, Brazil",-74.327746,101.643087,Rain,Icy,2,3,Speeding
9c67971a,24-05-2024,11:46,"London, UK",18.123615,57.166288,Clear,Gravel,1,5,Weather Conditions
6e9b586b,12-09-2023,00:49,"Berlin, Germany",-63.322888,-70.979168,Hail,Dry,2,1,Reckless Driving
439164ca,05-07-2023,15:57,"New York, USA",-85.741392,-20.255968,Rain,Dry,1,8,Speeding
f401636f,05-01-2024,21:49,"London, UK",-21.847295,-74.727982,Fog,Wet,3,3,Drunk Driving
38356dbc,02-03-2023,07:14,"Mumbai, India",-89.966514,90.007712,Fog,Gravel,3,8,Speeding
55c4d9ca,09-09-2024,19:45,"Sydney, Australia",-39.290044,60.609224,Hail,Icy,1,4,Reckless Driving
470b3ab6,07-12-2024,04:40,"Mumbai, India",-29.105983,8.039462,Storm,Under Construction,4,6,Reckless Driving
d0535e67,28-07-2024,11:02,"Mumbai, India",-26.304509,-148.376019,Clear,Under Construction,3,3,Speeding
ddfda7ca,19-10-2024,00:31,"Toronto, Canada",60.64825,-13.391377,Snow,Dry,5,4,Speeding
ef9b178b,16-05-2023,14:29,"London, UK",-81.12208,101.597074,Storm,Under Construction,5,1,Mechanical Failure
cff0c69c,03-06-2024,05:45,"Beijing, China",-17.961894,13.20966,Rain,Snowy,3,2,Weather Conditions
26a4b809,03-08-2023,19:46,"Sydney, Australia",1.903017,-31.416711,Hail,Under Construction,2,7,Drunk Driving
2ebcebc7,04-02-2023,14:51,"São Paulo, Brazil",-62.645501,7.22341,Storm,Snowy,1,8,Drunk Driving
64864a24,23-01-2024,04:33,"São Paulo, Brazil",-73.494904,-18.284336,Rain,Under Construction,4,4,Weather Conditions
d16d9102,14-05-2023,08:25,"London, UK",-6.921174,-70.03714,Rain,Icy,4,4,Weather Conditions
84ef5c8c,29-01-2024,17:38,"New York, USA",25.42824,76.484277,Storm,Dry,1,4,Mechanical Failure
